,company_name,category_list,funding_total_usd,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_new,time_bw_first_rounds,avg_time_bw_rounds,avg_raised_usd,avg_time_bw_rounds_float,time_bw_first_rounds_float,status_new,investor_count,cat_new,Region
6043,Sundance Diagnostics,biotechnology|health diagnostics,6513,operating,USA,CO,2,3/4/2013,5/19/2015,1,806 days 00:00:00.000000000,806 days 00:00:00.000000000,3256.5,806,806,1,1,healthcare,West
6044,Sunesis Pharmaceuticals,biotechnology|health care,43500000,ipo,USA,CA,1,4/7/2009,4/7/2009,1,0 days 00:00:00.000000000,,43500000,0,0,1,9,healthcare,West
6045,Suneva Medical,health care,95199996,operating,USA,CA,5,11/30/2012,7/29/2015,1,293 days 00:00:00.000000000,242 days 18:00:00.000000000,19039999.2,242,293,1,4,healthcare,West
6046,Sunn,health and wellness|ios|lighting|smart building,197000,operating,USA,IL,2,11/7/2013,11/15/2014,1,373 days 00:00:00.000000000,373 days 00:00:00.000000000,98500,373,373,1,1,healthcare,Midwest
6047,Sunshine Heart,biotechnology,13142400,ipo,USA,MN,6,11/30/2010,3/2/2015,1,253 days 00:00:00.000000000,310 days 14:24:00.000000000,2190400,310,253,1,1,biotech,Midwest
6048,Super Vitamin D,health and wellness,1050000,operating,USA,WI,1,4/15/2014,4/15/2014,1,0 days 00:00:00.000000000,,1050000,0,0,1,1,healthcare,Midwest
6049,SuperBetter Labs,games|health and wellness|mobile games|personal health|social games,100000,operating,USA,CA,1,10/1/2012,10/1/2012,1,0 days 00:00:00.000000000,,21732739.24,0,0,0,1,healthcare,West
6050,SuperDimension,health care|medical,75800000,acquired,USA,MN,4,1/31/2003,9/12/2011,1,853 days 00:00:00.000000000,1048 days 16:00:00.000000000,18950000,1048,853,1,9,medical/pharma,Midwest
6051,SuperGen,biotechnology,3000000,operating,USA,CA,1,10/22/2009,10/22/2009,1,0 days 00:00:00.000000000,,3000000,0,0,0,1,biotech,West
6052,Supernus Pharmaceuticals,biotechnology|health care,72000000,ipo,USA,MD,2,1/26/2011,1/8/2012,1,347 days 00:00:00.000000000,347 days 00:00:00.000000000,36000000,347,347,1,1,healthcare,South
6053,SupplyScape,pharmaceuticals|software|supply chain management,10000000,operating,USA,MA,1,9/6/2007,9/6/2007,1,0 days 00:00:00.000000000,,10000000,0,0,0,5,medical/pharma,Northeast
6054,Supramed,health and wellness,585000,operating,USA,CA,2,9/9/2013,8/21/2015,1,711 days 00:00:00.000000000,711 days 00:00:00.000000000,292500,711,711,1,1,healthcare,West
6055,SureGene,biotechnology,400000,operating,USA,KY,1,5/14/2009,5/14/2009,1,0 days 00:00:00.000000000,,400000,0,0,0,1,biotech,South
6056,SurePoint Medical,health care,100000,operating,USA,KS,1,1/27/2011,1/27/2011,1,0 days 00:00:00.000000000,,21732739.24,0,0,0,1,healthcare,Midwest
6057,Surface Logix,biotechnology,23899974,acquired,USA,MA,2,3/24/2007,7/16/2010,1,1210 days 00:00:00.000000000,1210 days 00:00:00.000000000,11949987,1210,1210,1,5,biotech,Northeast
6058,Surface Oncology,biotechnology,35000000,operating,USA,MA,1,1/8/2015,1/8/2015,1,0 days 00:00:00.000000000,,35000000,0,0,1,4,biotech,Northeast
6059,Surge Performance Training,health and wellness,750000,operating,USA,IN,1,6/18/2013,6/18/2013,1,0 days 00:00:00.000000000,,750000,0,0,1,1,healthcare,Midwest
6060,Surgery Center of Beaufort,health and wellness,232295,operating,USA,SC,1,8/3/2010,8/3/2010,1,0 days 00:00:00.000000000,,232295,0,0,0,1,healthcare,South
6061,Surgery Center of Key West,hospitals,205480,operating,USA,FL,1,8/19/2015,8/19/2015,1,0 days 00:00:00.000000000,,205480,0,0,1,1,healthcare,South
6062,Surgery Partners,health and wellness,173111,ipo,USA,TN,1,3/16/2011,3/16/2011,1,0 days 00:00:00.000000000,,173111,0,0,1,1,healthcare,South
6063,SurgeryEdu,3d|mobile|mobile health,5000,operating,USA,MI,1,8/1/2013,8/1/2013,1,0 days 00:00:00.000000000,,5000,0,0,1,1,healthcare,Midwest
6064,Surgical Care Affiliates,biotechnology|health care,25745170,ipo,USA,AL,2,7/10/2007,10/5/2011,1,1548 days 00:00:00.000000000,1548 days 00:00:00.000000000,12872585,1548,1548,1,1,healthcare,South
6065,Surgical Theater,3d|health care|medical devices,9525000,operating,USA,OH,2,4/5/2013,10/19/2015,1,927 days 00:00:00.000000000,927 days 00:00:00.000000000,4762500,927,927,1,3,medical devices,Midwest
6066,Surgimatix,health care,120377,operating,USA,IL,1,3/29/2013,3/29/2013,1,0 days 00:00:00.000000000,,120377,0,0,0,1,healthcare,Midwest
6067,SurgiQuest,health care,65333092,acquired,USA,CT,6,8/7/2009,3/25/2015,1,193 days 00:00:00.000000000,411 days 04:48:00.000000000,10888848.67,411,193,1,6,healthcare,Northeast
6068,"SurgRx, Inc",manufacturing|medical devices,20000000,operating,USA,CA,1,4/20/2007,4/20/2007,1,0 days 00:00:00.000000000,,20000000,0,0,0,6,medical devices,West
6069,Sutro Biopharma,biotechnology,116305000,operating,USA,CA,7,1/1/2006,12/11/2013,1,653 days 00:00:00.000000000,483 days 12:00:00.000000000,16615000,483,653,1,8,biotech,West
6070,Sutter Health,health and wellness,2972000,closed,USA,CA,2,10/14/2009,10/9/2013,1,1456 days 00:00:00.000000000,1456 days 00:00:00.000000000,1486000,1456,1456,0,1,healthcare,West
6071,Svelte Medical Systems,health care,90566945,operating,USA,NJ,8,5/28/2009,1/1/2015,1,163 days 00:00:00.000000000,292 days 00:00:00.000000000,11320868.13,292,163,1,4,healthcare,Northeast
6072,Swallow Solutions,biotechnology,2060130,operating,USA,WI,1,3/13/2015,3/13/2015,1,0 days 00:00:00.000000000,,2060130,0,0,1,3,biotech,Midwest
6073,Swan Valley Medical,health care,5684658,operating,USA,MT,1,2/28/2014,2/28/2014,1,0 days 00:00:00.000000000,,5684658,0,0,1,1,healthcare,West
6074,Sway Medical Technologies,biotechnology|software,750000,operating,USA,OK,1,6/21/2013,6/21/2013,1,0 days 00:00:00.000000000,,750000,0,0,1,2,biotech,South
6075,"Sweatdrops, LLC",health and wellness,300000,closed,USA,NY,1,9/1/2011,9/1/2011,1,0 days 00:00:00.000000000,,300000,0,0,0,1,healthcare,Northeast
6076,"SwervePay, LLC.",health care|payments,11600000,operating,USA,IL,2,9/1/2014,10/1/2015,1,395 days 00:00:00.000000000,395 days 00:00:00.000000000,5800000,395,395,1,3,healthcare,Midwest
6077,Swift Biosciences,biotechnology,11999999,operating,USA,MI,4,8/19/2010,9/10/2015,1,543 days 00:00:00.000000000,616 days 00:00:00.000000000,2999999.75,616,543,1,3,biotech,Midwest
6078,Swipesense,health and wellness,12228037,operating,USA,IL,4,4/4/2012,6/10/2015,1,170 days 00:00:00.000000000,387 days 08:00:00.000000000,4076012.333,387,170,1,3,healthcare,Midwest
6079,Switch2Health,entertainment|exercise|games|health and wellness|incentives|kids,800000,operating,USA,NJ,1,9/30/2009,9/30/2009,1,0 days 00:00:00.000000000,,800000,0,0,0,1,healthcare,Northeast
6080,Sword Diagnostics,biotechnology|health diagnostics,5450802,operating,USA,IN,6,4/1/2005,5/13/2015,1,560 days 00:00:00.000000000,738 days 19:12:00.000000000,908467,738,560,1,2,healthcare,Midwest
6081,Syandus,biotechnology,532500,operating,USA,PA,1,10/13/2009,10/13/2009,1,0 days 00:00:00.000000000,,532500,0,0,0,1,biotech,Northeast
6082,Syapse,enterprise software|health care information technology|semantic search,14600000,operating,USA,CA,3,1/1/2011,7/10/2014,1,752 days 00:00:00.000000000,643 days 00:00:00.000000000,4866666.667,643,752,1,2,healthcare,West
6083,SymbioCellTech,biotechnology,200000,operating,USA,UT,1,3/21/2014,3/21/2014,1,0 days 00:00:00.000000000,,200000,0,0,1,1,biotech,West
6084,Symbiomix Therapeutics,pharmaceuticals,41000000,operating,USA,TX,1,5/6/2015,5/6/2015,1,0 days 00:00:00.000000000,,41000000,0,0,1,4,medical/pharma,South
6085,Symbiosis Health,health care|hospitals|marketplaces|medical,848540,operating,USA,IL,2,7/19/2012,5/8/2015,1,1023 days 00:00:00.000000000,1023 days 00:00:00.000000000,848540,1023,1023,1,1,medical/pharma,Midwest
6086,Symbiota,biotechnology|green,7500000,operating,USA,MA,1,11/13/2014,11/13/2014,1,0 days 00:00:00.000000000,,7500000,0,0,1,1,biotech,Northeast
6087,Symbiotix Biotherapies,health care|medical|therapeutics,2300000,operating,USA,MA,1,6/1/2015,6/1/2015,1,0 days 00:00:00.000000000,,2300000,0,0,1,1,medical/pharma,Northeast
6088,Symcat,big data|curated web|health and wellness|technology,134724,operating,USA,NY,2,3/29/2012,7/6/2012,1,99 days 00:00:00.000000000,99 days 00:00:00.000000000,134724,99,99,0,1,healthcare,Northeast
6089,Symic Biomedical,biotechnology,42875687,operating,USA,CA,4,11/8/2013,12/1/2015,1,423 days 00:00:00.000000000,251 days 00:00:00.000000000,10718921.75,251,423,1,2,biotech,West
6090,Sympara Medical,health and wellness|medical|therapeutics,12816000,operating,USA,CA,3,4/1/2013,12/22/2014,0,571 days 00:00:00.000000000,315 days 00:00:00.000000000,4272000,315,571,1,1,medical/pharma,West
6091,Symphony Dynamo,biotechnology,20000000,acquired,USA,MD,1,4/19/2006,4/19/2006,0,0 days 00:00:00.000000000,,20000000,0,0,1,1,biotech,South
6092,Symptify,artificial intelligence|health care|software,250000,operating,USA,FL,1,7/12/2013,7/12/2013,1,0 days 00:00:00.000000000,,250000,0,0,1,1,healthcare,South
6093,Symptom.ly,health care|health care information technology|hospitals,300000,operating,USA,MO,1,6/12/2014,6/12/2014,1,0 days 00:00:00.000000000,,300000,0,0,1,1,healthcare,Midwest
6094,Symvato,electronic health records|health care information technology|medical|physicians|saas|software,50000,operating,USA,MO,1,9/11/2013,9/11/2013,1,0 days 00:00:00.000000000,,50000,0,0,1,1,medical/pharma,Midwest
6095,Synageva BioPharma,biotechnology,70000000,acquired,USA,MA,4,4/15/2009,3/21/2011,1,190 days 00:00:00.000000000,235 days 00:00:00.000000000,17500000,235,190,1,6,biotech,Northeast
6096,SynAgile,biotechnology,898618,operating,USA,CA,1,5/4/2011,5/4/2011,1,0 days 00:00:00.000000000,,898618,0,0,0,1,biotech,West
6097,SynapDx,health care,32400000,operating,USA,MA,5,6/1/2010,7/22/2013,1,895 days 00:00:00.000000000,286 days 18:00:00.000000000,8100000,286,895,1,6,healthcare,Northeast
6098,Synapse Biomedical,health care,3103358,operating,USA,OH,3,5/1/2006,12/18/2013,1,1355 days 00:00:00.000000000,1394 days 00:00:00.000000000,1034452.667,1394,1355,1,2,healthcare,Midwest
6099,Synbody Biotechnology,biotechnology,750000,operating,USA,CT,1,3/13/2012,3/13/2012,1,0 days 00:00:00.000000000,,750000,0,0,0,1,biotech,Northeast
6100,Synchroneuron,biotechnology,26000000,operating,USA,MA,2,2/6/2012,7/2/2014,1,877 days 00:00:00.000000000,877 days 00:00:00.000000000,13000000,877,877,1,2,biotech,Northeast
6101,SynchroPET,biotechnology|health care|life sciences|medical devices,725000,operating,USA,NY,1,7/7/2015,7/7/2015,1,0 days 00:00:00.000000000,,725000,0,0,1,5,medical devices,Northeast
6102,Syndero,beauty|consumer goods|health care,15200000,operating,USA,CA,4,11/30/2006,7/1/2012,0,155 days 00:00:00.000000000,680 days 00:00:00.000000000,3800000,680,155,0,1,healthcare,West
6103,Syndevrx,biotechnology,2404659,operating,USA,MA,3,7/23/2009,5/31/2013,1,291 days 00:00:00.000000000,704 days 00:00:00.000000000,801553,704,291,0,1,biotech,Northeast
6104,Syndexa Pharmaceuticals,biotechnology,23500000,closed,USA,MA,2,5/30/2008,1/5/2012,1,1315 days 00:00:00.000000000,1315 days 00:00:00.000000000,11750000,1315,1315,0,1,biotech,Northeast
6105,Synedgen,biotechnology,7290877,operating,USA,CA,3,4/29/2013,3/3/2015,1,472 days 00:00:00.000000000,336 days 12:00:00.000000000,2430292.333,336,472,1,1,biotech,West
6106,Synereca Pharmaceuticals,biotechnology,2340000,operating,USA,NC,3,2/8/2011,8/4/2015,1,1316 days 00:00:00.000000000,819 days 00:00:00.000000000,780000,819,1316,1,4,biotech,South
6107,SynerGene Therapeutics,biotechnology,10319989,operating,USA,MD,3,9/14/2011,12/16/2014,0,931 days 00:00:00.000000000,594 days 12:00:00.000000000,3439996.333,594,931,1,1,biotech,South
6108,SynergEyes,health and wellness,18962157,operating,USA,CA,3,3/30/2011,1/16/2015,1,1223 days 00:00:00.000000000,694 days 00:00:00.000000000,6320719,694,1223,1,1,healthcare,West
6109,Synergia Pharma,pharmaceuticals,2,closed,USA,CA,1,2/11/2003,2/11/2003,1,0 days 00:00:00.000000000,,2,0,0,0,1,medical/pharma,West
6110,Synergy Biomedical,biotechnology,1224112,operating,USA,PA,3,9/30/2011,3/5/2014,1,298 days 00:00:00.000000000,443 days 12:00:00.000000000,408037.3333,443,298,1,1,biotech,Northeast
6111,Synergy Pharmaceuticals,biotechnology,17431243,ipo,USA,NY,3,2/12/2009,6/20/2011,1,554 days 00:00:00.000000000,429 days 00:00:00.000000000,5810414.333,429,554,1,1,biotech,Northeast
6112,SynerZ Medical,biotechnology,1735000,operating,USA,MO,2,12/27/2013,3/3/2015,0,431 days 00:00:00.000000000,431 days 00:00:00.000000000,867500,431,431,1,1,biotech,Midwest
6113,SynGen,health care,13750000,operating,USA,CA,6,4/18/2012,6/8/2015,1,448 days 00:00:00.000000000,229 days 04:48:00.000000000,2750000,229,448,1,2,healthcare,West
6114,Synlogic,biotechnology,34400000,operating,USA,MA,2,7/22/2014,10/7/2014,1,77 days 00:00:00.000000000,77 days 00:00:00.000000000,17200000,77,77,1,3,biotech,Northeast
6115,Synovex,biotechnology,3500000,closed,USA,MA,1,10/11/2012,10/11/2012,1,0 days 00:00:00.000000000,,3500000,0,0,0,1,biotech,Northeast
6116,Synta Pharmaceuticals,biotechnology|health care,155350000,ipo,USA,MA,5,1/14/2004,4/1/2015,1,1012 days 00:00:00.000000000,1023 days 18:00:00.000000000,31070000,1023,1012,1,6,healthcare,Northeast
6117,Syntervention,biotechnology,39000,operating,USA,NC,1,5/15/2012,5/15/2012,1,0 days 00:00:00.000000000,,39000,0,0,0,1,biotech,South
6118,Synthetic Biologics,biotechnology,16103380,operating,USA,MD,2,11/6/2012,9/23/2013,1,321 days 00:00:00.000000000,321 days 00:00:00.000000000,8051690,321,321,1,2,biotech,South
6119,Synthetic Genomics,biotechnology,40000001,operating,USA,CA,2,12/23/2005,2/5/2013,1,2601 days 00:00:00.000000000,2601 days 00:00:00.000000000,20000000.5,2601,2601,0,2,biotech,West
6120,Synthorx,biotechnology,6000000,operating,USA,CA,1,4/21/2014,4/21/2014,1,0 days 00:00:00.000000000,,6000000,0,0,1,2,biotech,West
6121,Syntilla Medical,health and wellness,4500000,operating,USA,TX,2,2/19/2014,1/26/2015,0,341 days 00:00:00.000000000,341 days 00:00:00.000000000,2250000,341,341,1,1,healthcare,South
6122,Syros Pharmaceuticals,biotechnology,83000000,operating,USA,MA,2,4/11/2013,10/27/2014,1,564 days 00:00:00.000000000,564 days 00:00:00.000000000,41500000,564,564,1,6,biotech,Northeast
6123,T.H.E. Medical,health and wellness,3800000,closed,USA,MD,1,9/14/2011,9/14/2011,0,0 days 00:00:00.000000000,,3800000,0,0,0,1,healthcare,South
6124,T2 Biosystems,health care,83500000,ipo,USA,MA,5,1/1/2006,3/28/2013,1,1004 days 00:00:00.000000000,660 days 18:00:00.000000000,20875000,660,1004,1,13,healthcare,Northeast
6125,T3D Therapeutics,biotechnology,3212999,operating,USA,NC,4,8/8/2013,3/24/2015,1,221 days 00:00:00.000000000,197 days 16:00:00.000000000,803249.75,197,221,1,1,biotech,South
6126,Tacere Therapeutics,biotechnology,1000000,operating,USA,CA,1,10/12/2006,10/12/2006,1,0 days 00:00:00.000000000,,24514914.83,0,0,0,1,biotech,West
6127,Tachyon Holistic Medical Counseling Center,medical,50000,operating,USA,VA,1,3/6/2015,3/6/2015,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,South
6128,Tactile Systems Technology,health care,23200000,operating,USA,MN,3,10/30/2007,10/5/2012,1,610 days 00:00:00.000000000,901 days 00:00:00.000000000,7733333.333,901,610,0,2,healthcare,Midwest
6129,Taiga Biotechnologies,biotechnology,15445965,operating,USA,CO,3,4/15/2010,6/2/2015,1,1511 days 00:00:00.000000000,937 days 00:00:00.000000000,5148655,937,1511,1,1,biotech,West
6130,Tal Medical,health care,14700000,operating,USA,MA,2,6/14/2011,4/21/2015,1,1407 days 00:00:00.000000000,1407 days 00:00:00.000000000,7350000,1407,1407,1,1,healthcare,Northeast
6131,Taligen Therapeutics,biotechnology|health and wellness|pharmaceuticals,78750000,acquired,USA,MA,3,8/1/2005,8/23/2010,1,883 days 00:00:00.000000000,924 days 00:00:00.000000000,26250000,924,883,1,5,medical/pharma,Northeast
6132,Talima Therapeutics,biotechnology,21000000,closed,USA,CA,2,4/1/2005,5/29/2007,1,788 days 00:00:00.000000000,788 days 00:00:00.000000000,10500000,788,788,0,4,biotech,West
6133,TalkSession,health care,100000,closed,USA,NY,2,9/30/2012,4/4/2013,1,186 days 00:00:00.000000000,186 days 00:00:00.000000000,21732739.24,186,186,0,2,healthcare,Northeast
6134,TALON THERAPEUTICS,biotechnology,10315800,acquired,USA,CA,1,1/11/2012,1/11/2012,1,0 days 00:00:00.000000000,,10315800,0,0,1,1,biotech,West
6135,Talyst,health care|pharmaceuticals|software,36000000,operating,USA,WA,3,11/10/2006,11/8/2012,1,867 days 00:00:00.000000000,1095 days 00:00:00.000000000,12000000,1095,867,0,3,medical/pharma,West
6136,Tamir Biotechnology,biotechnology,5800311,closed,USA,NJ,4,11/2/2009,9/10/2015,1,1337 days 00:00:00.000000000,712 days 16:00:00.000000000,1450077.75,712,1337,0,1,biotech,Northeast
6137,Tandem Diabetes Care,health care,152001200,ipo,USA,CA,4,7/7/2008,9/11/2012,1,561 days 00:00:00.000000000,509 days 00:00:00.000000000,38000300,509,561,1,4,healthcare,West
6138,Tandem Labs,analytics|medical|service providers,18800000,closed,USA,UT,1,6/23/2005,6/23/2005,1,0 days 00:00:00.000000000,,18800000,0,0,0,1,medical/pharma,West
6139,Tandem Technologies,biotechnology,12500000,operating,USA,CA,1,6/8/2010,6/8/2010,0,0 days 00:00:00.000000000,,12500000,0,0,0,1,biotech,West
6140,Tangent Medical Technologies,health care,26999992,operating,USA,MI,6,10/5/2010,2/16/2014,1,338 days 00:00:00.000000000,246 days 00:00:00.000000000,5399998.4,246,338,1,6,healthcare,Midwest
6141,Tango Health,curated web|health care,10173807,operating,USA,TX,4,11/17/2010,2/9/2015,1,447 days 00:00:00.000000000,515 days 00:00:00.000000000,2543451.75,515,447,1,4,healthcare,South
6142,Tangram Factory,fitness|health and wellness|health diagnostics|internet of things|mobile devices|mobile health|product design|sporting goods|user experience design,3194000,operating,USA,NY,3,1/1/2014,4/1/2015,1,0 days 00:00:00.000000000,227 days 12:00:00.000000000,1064666.667,227,0,1,3,healthcare,Northeast
6143,Tansna Therapeutics,biotechnology,1000000,operating,USA,MO,2,2/19/2013,9/20/2013,0,213 days 00:00:00.000000000,213 days 00:00:00.000000000,24514914.83,213,213,1,2,biotech,Midwest
6144,TapGenes,health and wellness|health care|healthcare services,20000,operating,USA,IL,1,2/5/2015,2/5/2015,1,0 days 00:00:00.000000000,,20000,0,0,1,1,healthcare,Midwest
6145,TapImmune,biotechnology,2460000,closed,USA,WA,4,11/10/2009,6/20/2010,1,0 days 00:00:00.000000000,74 days 00:00:00.000000000,615000,74,0,0,1,biotech,West
6146,Targacept,biotechnology|health care,124414483,ipo,USA,NC,4,8/1/2000,12/9/2004,1,856 days 00:00:00.000000000,530 days 08:00:00.000000000,31103620.75,530,856,1,14,healthcare,South
6147,TargAnox,biotechnology,5100000,operating,USA,MA,1,3/14/2009,3/14/2009,1,0 days 00:00:00.000000000,,5100000,0,0,0,2,biotech,Northeast
6148,Targanta Therapeutics,health care,70000000,ipo,USA,MA,1,2/12/2007,2/12/2007,1,0 days 00:00:00.000000000,,70000000,0,0,1,4,healthcare,Northeast
6149,TargeGen,biotechnology,33728379,acquired,USA,CA,2,1/15/2004,9/21/2009,1,2076 days 00:00:00.000000000,2076 days 00:00:00.000000000,16864189.5,2076,2076,1,5,biotech,West
6150,Targeted Growth,agriculture|biotechnology|energy,37300000,operating,USA,WA,3,5/22/2006,7/2/2012,1,261 days 00:00:00.000000000,1116 days 12:00:00.000000000,12433333.33,1116,261,0,6,biotech,West
6151,TARIS Biomedical,biotechnology,83800001,operating,USA,MA,5,6/25/2009,10/27/2015,1,162 days 00:00:00.000000000,578 days 18:00:00.000000000,16760000.2,578,162,1,5,biotech,Northeast
6152,Tarpon Biosystems,biotechnology,3572281,operating,USA,MA,4,5/14/2010,7/31/2012,1,67 days 00:00:00.000000000,269 days 16:00:00.000000000,893070.25,269,67,0,1,biotech,Northeast
6153,Tarsa Therapeutics,biotechnology,121050000,operating,USA,PA,7,10/23/2009,8/13/2014,1,86 days 00:00:00.000000000,292 days 12:00:00.000000000,17292857.14,292,86,1,9,biotech,Northeast
6154,Tarsus Medical,health and wellness,4035050,operating,USA,CA,3,6/25/2010,11/10/2011,0,237 days 00:00:00.000000000,251 days 12:00:00.000000000,1345016.667,251,237,0,1,healthcare,West
6155,Tasteful,apps|health and wellness,9000000,operating,USA,CA,1,10/7/2014,10/7/2014,1,0 days 00:00:00.000000000,,9000000,0,0,1,2,healthcare,West
6156,Tau Therapeutics,biotechnology,12837500,operating,USA,VA,1,6/12/2014,6/12/2014,1,0 days 00:00:00.000000000,,12837500,0,0,1,1,biotech,South
6157,Taxon Biosciences,agriculture|clean energy|life sciences,9100000,acquired,USA,CA,1,11/1/2013,11/1/2013,1,0 days 00:00:00.000000000,,9100000,0,0,1,1,medical/pharma,West
6158,TB Biosciences,biotechnology|health diagnostics,1500000,operating,USA,PA,1,7/18/2013,7/18/2013,1,0 days 00:00:00.000000000,,1500000,0,0,1,3,healthcare,Northeast
6159,Team Kralj Mixed Martial arts,fitness,100000,operating,USA,NY,1,6/6/2014,6/6/2014,1,0 days 00:00:00.000000000,,21732739.24,0,0,1,1,healthcare,Northeast
6160,TeamLINKS,biotechnology|medical,2238920,operating,USA,AR,2,7/23/2009,1/13/2010,1,174 days 00:00:00.000000000,174 days 00:00:00.000000000,2238920,174,174,0,1,medical/pharma,South
6161,TearLab Corporation,hardware + software|health and wellness,54597734,ipo,USA,CA,6,9/10/2009,10/23/2015,1,133 days 00:00:00.000000000,446 days 19:12:00.000000000,9099622.333,446,133,1,1,healthcare,West
6162,Tears for Life,medical,50000,operating,USA,AR,1,11/24/2008,11/24/2008,0,0 days 00:00:00.000000000,,14798342.08,0,0,0,1,medical/pharma,South
6163,TearScience,health care|medical devices,114500000,operating,USA,NC,2,5/6/2010,2/26/2013,1,1027 days 00:00:00.000000000,1027 days 00:00:00.000000000,57250000,1027,1027,0,7,medical devices,South
6164,TearSolutions,pharmaceuticals,3390000,operating,USA,VA,2,7/2/2014,11/9/2015,1,495 days 00:00:00.000000000,495 days 00:00:00.000000000,1695000,495,495,1,4,medical/pharma,South
6165,Technimotion,biotechnology,180000,operating,USA,TX,1,6/6/2009,6/6/2009,0,0 days 00:00:00.000000000,,180000,0,0,0,1,biotech,South
6166,TechniScan,health and wellness,13300000,operating,USA,UT,3,3/10/2005,8/26/2010,1,698 days 00:00:00.000000000,997 days 12:00:00.000000000,4433333.333,997,698,1,1,healthcare,West
6167,TechnoVax,medical,50000,operating,USA,NY,1,9/26/2013,9/26/2013,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,Northeast
6168,TechSkills,health care,3175000,operating,USA,TX,1,6/1/2010,6/1/2010,1,0 days 00:00:00.000000000,,3175000,0,0,0,1,healthcare,South
6169,Techulon,biotechnology,1065000,operating,USA,VA,2,7/1/2009,4/13/2011,1,651 days 00:00:00.000000000,651 days 00:00:00.000000000,532500,651,651,0,1,biotech,South
6170,TecMed,medical,50000,operating,USA,WY,1,10/24/2013,10/24/2013,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,West
6171,TELA Bio,biotechnology,51870140,operating,USA,PA,3,8/14/2013,11/24/2014,1,420 days 00:00:00.000000000,233 days 12:00:00.000000000,17290046.67,233,420,1,1,biotech,Northeast
6172,Teladoc,health and wellness,74250103,ipo,USA,TX,5,6/4/2008,9/18/2014,1,547 days 00:00:00.000000000,574 days 06:00:00.000000000,18562525.75,574,547,1,9,healthcare,South
6173,Telemedicine Solutions LLC,health care information technology|mhealth,11705000,operating,USA,IL,7,12/1/2006,7/1/2013,1,731 days 00:00:00.000000000,400 days 16:00:00.000000000,1672142.857,400,731,1,1,healthcare,Midwest
6174,TelePharm,health care|software|telecommunications,2500000,operating,USA,IA,2,8/8/2014,8/18/2014,1,10 days 00:00:00.000000000,10 days 00:00:00.000000000,2500000,10,10,1,3,healthcare,Midwest
6175,Telerad Express,health care|medical|medical devices,300000,operating,USA,OH,1,7/30/2007,7/30/2007,0,0 days 00:00:00.000000000,,300000,0,0,0,1,medical devices,Midwest
6176,Telik,biotechnology,4581250,ipo,USA,CA,1,5/22/2014,5/22/2014,1,0 days 00:00:00.000000000,,4581250,0,0,1,1,biotech,West
6177,Telsar Pharma,biotechnology,14000000,operating,USA,NJ,1,4/24/2012,4/24/2012,0,0 days 00:00:00.000000000,,14000000,0,0,0,1,biotech,Northeast
6178,TempDaddy,health care information technology,500000,operating,USA,MA,1,6/1/2015,6/1/2015,1,0 days 00:00:00.000000000,,500000,0,0,1,1,healthcare,Northeast
6179,Tenaxis Medical,health care,28277366,acquired,USA,CA,8,8/14/2007,2/4/2014,1,612 days 00:00:00.000000000,338 days 00:00:00.000000000,3534670.75,338,612,1,1,healthcare,West
6180,Tendyne Holdings,biotechnology,37476197,acquired,USA,MN,3,5/20/2013,4/9/2014,1,291 days 00:00:00.000000000,162 days 00:00:00.000000000,12492065.67,162,291,1,1,biotech,Midwest
6181,Tenex Health,health and wellness,18518224,operating,USA,CA,3,3/12/2010,12/21/2011,1,475 days 00:00:00.000000000,324 days 12:00:00.000000000,6172741.333,324,475,0,1,healthcare,West
6182,Tengion,biotechnology,297263531,ipo,USA,PA,8,8/3/2005,8/7/2013,1,324 days 00:00:00.000000000,418 days 00:00:00.000000000,37157941.38,418,324,1,13,biotech,Northeast
6183,Tenon Medical,biotechnology,500000,operating,USA,CA,1,10/17/2012,10/17/2012,0,0 days 00:00:00.000000000,,500000,0,0,0,1,biotech,West
6184,Tensegrity Technologies,biotechnology,981990,operating,USA,CA,1,4/27/2011,4/27/2011,1,0 days 00:00:00.000000000,,981990,0,0,0,1,biotech,West
6185,Tensha Therapeutics,biotechnology,15000000,operating,USA,MA,1,9/12/2011,9/12/2011,1,0 days 00:00:00.000000000,,15000000,0,0,0,1,biotech,Northeast
6186,Tepha,health care,29942849,operating,USA,MA,4,6/6/2007,3/16/2012,1,973 days 00:00:00.000000000,581 days 16:00:00.000000000,7485712.25,581,973,0,4,healthcare,Northeast
6187,TeraFold Biologics Inc.,biotechnology,40000,operating,USA,CA,1,3/13/2013,3/13/2013,1,0 days 00:00:00.000000000,,40000,0,0,0,1,biotech,West
6188,Terapio,biotechnology,6700000,operating,USA,TX,2,6/18/2008,11/30/2009,1,530 days 00:00:00.000000000,530 days 00:00:00.000000000,3350000,530,530,0,2,biotech,South
6189,Terarecon,health care|manufacturing|medical devices,250000,operating,USA,CA,1,3/1/2002,3/1/2002,1,0 days 00:00:00.000000000,,17042585.6,0,0,1,1,medical devices,West
